Reporte,Estado,Centro,Calificación,Fecha Reporte,Atendido,Fecha Pago,Deuda,Pagos,Total,Estado Pago,Tiempo hasta pago,Falla
43576,9,105,Especiales,15/10/2025 00:00,16/10/2025 00:00,31/10/2025 00:00,$0.00,"$3,631.38","$3,631.38",✔ Pagado,15,NO PASA CALIBRACIÓN DE GASES POR NIVELES DE OXIGENO ALTO
43577,9,105,Especiales,15/10/2025 00:00,16/10/2025 00:00,31/10/2025 00:00,$0.00,"$3,143.60","$3,143.60",✔ Pagado,15,NO PASA CALIBRACIÓN DE GASES POR OXIGENO ALTO
43599,9,105,Especiales,16/10/2025 00:00,17/10/2025 00:00,31/10/2025 00:00,$0.00,"$3,055.32","$3,055.32",✔ Pagado,14,REVISION POR FUGAS
43604,9,105,Especiales,16/10/2025 00:00,17/10/2025 00:00,31/10/2025 00:00,$0.00,"$8,054.34","$8,054.34",✔ Pagado,14,COTIZACIÓN REFACCIONES- SONDA AUXILIAR Y 4 MANERALES
43648,9,34,Regulares,22/10/2025 00:00,29/10/2025 00:00,31/10/2025 00:00,$0.00,$226.90,$226.90,✔ Pagado,2,RETIRAR PARA REPARACION EN LABORATORIO 2 TRANSDUCTORES Y 1 OBDII PARA RPMS
43733,9,53,MAC´s,31/10/2025 00:00,01/01/2000 00:00,31/10/2025 00:00,$0.00,"$2,900.00","$2,900",✔ Pagado,0,FALLA EN LA CALIBRACIÓN DE GASES HC FUERA DE RANGO
43476,15,859,Regulares,01/10/2025 00:00,01/10/2025 00:00,30/10/2025 00:00,$0.00,"$32,763.97","$32,763.97",✔ Pagado,29,MANTENIMIENTO PREVENTIVO - 5 LINEAS
43592,9,39,Regulares,16/10/2025 00:00,22/10/2025 00:00,30/10/2025 00:00,$0.00,$229.66,$229.66,✔ Pagado,8,NO LEE OBD II (MENCIONAN QUE UNO DE LOS PINES YA SE NOTA ROTO EN EL GABINETE)
43594,30,12,Regulares,16/10/2025 00:00,27/10/2025 00:00,30/10/2025 00:00,$0.00,"$4,060.00","$4,060",✔ Pagado,3,V-012-POR/A - NO PERMITE REALIZAR CALIBRACION DE PESAS
43613,15,856,Regulares,17/10/2025 00:00,17/10/2025 00:00,30/10/2025 00:00,$0.00,"$31,627.98","$31,627.98",✔ Pagado,13,MANTENIMIENTO PREVENTIVO - 5 LINEAS
43657,9,5,Regulares,23/10/2025 00:00,23/10/2025 00:00,30/10/2025 00:00,$0.00,"$1,817.14","$1,817.14",✔ Pagado,7,REFACCIONES - 2 PIPETAS PARA PTO FUGAS
43665,9,39,Regulares,23/10/2025 00:00,24/10/2025 00:00,30/10/2025 00:00,$0.00,$897.72,$897.72,✔ Pagado,6,REVISION DE TODAS LAS LÍNEAS POR PROBABLE FUGA EN AIRE CERO
43715,30,114,Especiales,29/10/2025 00:00,05/11/2025 00:00,30/10/2025 00:00,$0.00,"$7,540.00","$7,540",✔ Pagado,'-6,"V-TUX-03, NO SUBE NI BAJA LA RAMPA"
43716,35,312,Regulares,29/10/2025 00:00,30/10/2025 00:00,30/10/2025 00:00,$0.00,"$4,060.00","$4,060",✔ Pagado,0,REVISION DE OXIGENO FUERA DE RANGO
43717,9,5,Regulares,30/10/2025 00:00,04/11/2025 00:00,30/10/2025 00:00,$0.00,"$3,317.60","$3,317.60",✔ Pagado,'-5,REFACCIONES- 1 SENSOR DE OXIGENO
43725,30,54,Especiales,30/10/2025 00:00,01/01/2000 00:00,30/10/2025 00:00,$0.00,"$18,000.00","$18,000",✔ Pagado,0,VIATICON PARA INSTALACION DE EQUIPO
43728,33,312,Regulares,30/10/2025 00:00,01/01/2000 00:00,30/10/2025 00:00,$0.00,"$3,317.60","$3,317.60",✔ Pagado,0,REFACCIONES - 1 SENSOR DE OXIGENO
43331,13,11,Regulares,23/09/2025 00:00,24/09/2025 00:00,29/10/2025 00:00,$0.00,"$1,675.67","$1,675.67",❌ Pago Con Atraso,35,OXIGENO FUERA DE RANGO
43350,9,10,Regulares,24/09/2025 00:00,29/09/2025 00:00,29/10/2025 00:00,$0.00,"$1,044.00","$1,044",✔ Pagado,30,REVISION DE NOX POR LECTURA EN GAS DE BAJA EN 331 A PETICION DE DGIVA
43369,15,870,Especiales,26/09/2025 00:00,30/09/2025 00:00,29/10/2025 00:00,$0.00,$290.00,$290,✔ Pagado,29,REFACCIONES - 1 CHAPA PARA PUERTA DE GPE
43410,9,3,Regulares,01/10/2025 00:00,01/10/2025 00:00,29/10/2025 00:00,$0.00,"$34,597.32","$34,597.32",✔ Pagado,28,MANTENIMIENTO PREVENTIVO -4 LINEAS
43413,9,10,Regulares,01/10/2025 00:00,13/10/2025 00:00,29/10/2025 00:00,$0.00,"$51,895.99","$51,895.99",✔ Pagado,16,MANTENIMIENTO PREVENTIVO -6 LINEAS
43495,9,3,Regulares,02/10/2025 00:00,03/10/2025 00:00,29/10/2025 00:00,$0.00,$116.00,$116,✔ Pagado,26,OXIGENO FUERA DE RANGO (SENSOR PPC)
43532,13,3,Regulares,09/10/2025 00:00,10/10/2025 00:00,29/10/2025 00:00,$0.00,"$1,675.67","$1,675.67",✔ Pagado,19,RECHAZOS POR OXIGENO
43558,9,3,Regulares,13/10/2025 00:00,14/10/2025 00:00,29/10/2025 00:00,$0.00,"$11,623.20","$11,623.20",✔ Pagado,15,REFACCIONES- 1 CELDA DE NOX Y UN SENSOR DE OXIGENO
43568,9,22,Regulares,14/10/2025 00:00,20/10/2025 00:00,29/10/2025 00:00,$0.00,"$6,032.00","$6,032",✔ Pagado,9,REFACCIONES - 2 SENSOR OBDII CAPTURA
43669,9,22,Regulares,24/10/2025 00:00,24/10/2025 00:00,29/10/2025 00:00,$0.00,$435.50,$435.50,✔ Pagado,5,NO ENCIENDE MSM
43700,9,2,MAC´s,28/10/2025 00:00,31/10/2025 00:00,29/10/2025 00:00,$0.00,"$6,217.60","$6,217.60",✔ Pagado,'-2,OXIGENO FUERA DE RANGO
43707,9,2,MAC´s,28/10/2025 00:00,31/10/2025 00:00,29/10/2025 00:00,$0.00,"$2,900.00","$2,900",✔ Pagado,'-2,BLOQUEO DE GOBIERNO
43067,9,4,Regulares,01/09/2025 00:00,19/09/2025 00:00,28/10/2025 00:00,$0.00,"$34,597.32","$34,597.32",❌ Pago Con Atraso,39,MANTENIMIENTO PREVENTIVO -4 LINEAS
43210,9,4,Regulares,06/09/2025 00:00,19/09/2025 00:00,28/10/2025 00:00,$0.00,$580.00,$580,❌ Pago Con Atraso,39,NO APRUEBA CALIBRACIÓN DIARIA
43370,36,102,Regulares,26/09/2025 00:00,30/09/2025 00:00,28/10/2025 00:00,$0.00,"$2,900.00","$2,900",✔ Pagado,28,"SE RECIBE MODULO DE POTENCIA PARA MANTENIMIENTO N/S:123, FALLA NO COMUNICA"
43417,9,35,Regulares,01/10/2025 00:00,06/10/2025 00:00,28/10/2025 00:00,$0.00,"$43,246.66","$43,246.66",✔ Pagado,22,MANTENIMIENTO PREVENTIVO -5 LINEAS
43426,9,67,Especiales,01/10/2025 00:00,07/10/2025 00:00,28/10/2025 00:00,$0.00,"$17,298.66","$17,298.66",✔ Pagado,21,MANTENIMIENTO PREVENTIVO -2 LINEAS
43479,9,105,Especiales,01/10/2025 00:00,06/10/2025 00:00,28/10/2025 00:00,$0.00,"$4,795.44","$4,795.44",✔ Pagado,22,REFACCIONES - 5 PIPETAS FLEXIBLES Y 12 FILTROS DE PAPEL
43509,9,105,Especiales,06/10/2025 00:00,06/10/2025 00:00,28/10/2025 00:00,$0.00,"$4,633.67","$4,633.67",✔ Pagado,22,OXIGENO FUERA DE RANGO
43510,9,105,Especiales,06/10/2025 00:00,06/10/2025 00:00,28/10/2025 00:00,$0.00,"$2,900.00","$2,900",✔ Pagado,22,NO LEE OBD II EN POSICIÓN 1
43641,30,128,Regulares,21/10/2025 00:00,28/10/2025 00:00,28/10/2025 00:00,$0.00,"$1,914.00","$1,914",✔ Pagado,0,PROGRAMA - ACTUALIZACIÓN DE BASE DE VEHICULOS V-047-ACA
43660,9,5,Regulares,23/10/2025 00:00,29/10/2025 00:00,28/10/2025 00:00,$0.00,"$6,960.00","$6,960",✔ Pagado,'-1,MSM SE QUEDA EN FASE DE CALENTAMIENTO
40862,15,829,Regulares,24/02/2025 00:00,25/02/2025 00:00,27/10/2025 00:00,$0.00,"$1,044.00","$1,044",❌ Pago Con Atraso,244,NO COMUNICA SENSOR DE OBDII
41466,15,829,Regulares,11/04/2025 00:00,15/04/2025 00:00,27/10/2025 00:00,$0.00,"$1,740.00","$1,740",❌ Pago Con Atraso,195,SENSOR DE PUERTA TRASERA INACTIVO
43448,15,823,Especiales,01/10/2025 00:00,02/10/2025 00:00,27/10/2025 00:00,$0.00,"$31,176.91","$31,176.91",✔ Pagado,25,MANTENIMIENTO PREVENTIVO -5 LINEAS
43461,15,868,Regulares,01/10/2025 00:00,28/10/2025 00:00,27/10/2025 00:00,$0.00,"$31,176.91","$31,176.91",✔ Pagado,'-1,MANTENIMIENTO PREVENTIVO -5 LINEAS
43477,9,11,Regulares,01/10/2025 00:00,06/10/2025 00:00,27/10/2025 00:00,$0.00,"$2,071.99","$2,071.99",✔ Pagado,21,REVISION DE FUGAS DE GAS EN GABINETE
43541,9,35,Regulares,10/10/2025 00:00,16/10/2025 00:00,27/10/2025 00:00,$0.00,"$4,640.00","$4,640",✔ Pagado,11,REFACCIONES - 2 TACOMETRO DE PINZA
43609,9,39,Regulares,17/10/2025 00:00,18/10/2025 00:00,27/10/2025 00:00,$0.00,$116.00,$116,✔ Pagado,9,MARCA ERROR DE CANAL DE NOX EN PRUEBA
43690,9,5,Regulares,27/10/2025 00:00,29/10/2025 00:00,27/10/2025 00:00,$0.00,"$9,048.00","$9,048",✔ Pagado,'-2,REFACCIONES - 3 SENSOR OBDII
42728,15,818,Regulares,01/08/2025 00:00,21/08/2025 00:00,24/10/2025 00:00,$0.00,"$31,356.89","$31,356.89",❌ Pago Con Atraso,64,MANTENIMIENTO PREVENTIVO -5 LINEAS
43344,30,47,Regulares,24/09/2025 00:00,01/01/2000 00:00,24/10/2025 00:00,$0.00,"$5,162.00","$5,162",✔ Pagado,30,REFACCIONES - 1 TACOMETRO OPTICO CON ENVÍO V-047/B-ACA
43454,15,832,Regulares,01/10/2025 00:00,21/10/2025 00:00,24/10/2025 00:00,$0.00,"$18,814.13","$18,814.13",✔ Pagado,3,MANTENIMIENTO PREVENTIVO -3 LINEAS
43521,15,832,Regulares,08/10/2025 00:00,14/10/2025 00:00,24/10/2025 00:00,$0.00,$232.00,$232,✔ Pagado,10,"NO GIRA VENTILADOR DE MSM, REVISAR EN PREVENTIVO"
43670,9,22,Regulares,24/10/2025 00:00,03/11/2025 00:00,24/10/2025 00:00,$0.00,"$6,264.00","$6,264",✔ Pagado,'-10,REFACCIONES - 2 SENSOR OBDII CAPTURA 10 M
41247,15,830,Regulares,29/03/2025 00:00,31/03/2025 00:00,23/10/2025 00:00,$0.00,"$2,088.00","$2,088",❌ Pago Con Atraso,206,SENSOR OBDII NO COMUNICA
41538,15,830,Regulares,17/04/2025 00:00,25/04/2025 00:00,23/10/2025 00:00,$0.00,"$3,915.50","$3,915.50",❌ Pago Con Atraso,181,NO ENCIENDE OPACIMETRO
42333,15,830,Regulares,28/06/2025 00:00,01/07/2025 00:00,23/10/2025 00:00,$0.00,$627.76,$627.76,❌ Pago Con Atraso,114,TECLADO Y RATÓN CON INTERMITENCIA
42546,15,830,Regulares,14/07/2025 00:00,14/07/2025 00:00,23/10/2025 00:00,$0.00,$754.00,$754,❌ Pago Con Atraso,101,COMPUTADORA DE CAPTURA CENTRALIZADA ESTA MUY LENTA
42629,15,827,Regulares,23/07/2025 00:00,23/07/2025 00:00,23/10/2025 00:00,$0.00,"$2,045.56","$2,045.56",❌ Pago Con Atraso,92,POSICION 2 SE BLOQUEA CONSTANTEMENTE Y ENCENDIDO GENERAL FUNCIONA CON INTERMITENCIA
42945,17,1716,Especiales,19/08/2025 00:00,29/08/2025 00:00,23/10/2025 00:00,$0.00,$348.00,$348,❌ Pago Con Atraso,55,NO PERMITE CALIBRAR EL OPACIMETRO Y LASER DE TACOMETRO OPTICO MUY TENUE
42971,15,415,Regulares,21/08/2025 00:00,03/09/2025 00:00,23/10/2025 00:00,$0.00,"$2,900.00","$2,900",❌ Pago Con Atraso,50,CALIBRACION DINAMICA - MARTES 2 DE SEPT 10:00 AM
43076,9,39,Regulares,01/09/2025 00:00,22/09/2025 00:00,23/10/2025 00:00,$0.00,"$34,597.32","$34,597.32",✔ Pagado,31,MANTENIMIENTO PREVENTIVO -4 LINEAS
43128,17,1716,Especiales,01/09/2025 00:00,09/09/2025 00:00,23/10/2025 00:00,$0.00,"$22,871.35","$22,871.35",❌ Pago Con Atraso,44,MANTENIMIENTO PREVENTIVO -4 LINEAS
43295,15,850,Regulares,18/09/2025 00:00,18/09/2025 00:00,23/10/2025 00:00,$0.00,$590.97,$590.97,❌ Pago Con Atraso,35,NO PASA FUGAS
43348,15,849,Regulares,24/09/2025 00:00,25/09/2025 00:00,23/10/2025 00:00,$0.00,$444.55,$444.55,✔ Pagado,28,NO ENCIENDE MONITOR EN POSICIÓN DOS
43379,15,851,Regulares,29/09/2025 00:00,29/09/2025 00:00,23/10/2025 00:00,$0.00,$435.50,$435.50,✔ Pagado,24,COMPUTADORA DE P2 ESTA MUY LENTA
43420,9,39,Regulares,01/10/2025 00:00,07/10/2025 00:00,23/10/2025 00:00,$0.00,"$34,597.32","$34,597.32",✔ Pagado,16,MANTENIMIENTO PREVENTIVO -4 LINEAS
43456,15,848,Regulares,01/10/2025 00:00,15/10/2025 00:00,23/10/2025 00:00,$0.00,"$31,176.91","$31,176.91",✔ Pagado,8,MANTENIMIENTO PREVENTIVO -5 LINEAS
43457,15,849,Regulares,01/10/2025 00:00,09/10/2025 00:00,23/10/2025 00:00,$0.00,"$31,176.91","$31,176.91",✔ Pagado,14,MANTENIMIENTO PREVENTIVO -5 LINEAS
43458,15,850,Regulares,01/10/2025 00:00,10/10/2025 00:00,23/10/2025 00:00,$0.00,"$31,176.91","$31,176.91",✔ Pagado,13,MANTENIMIENTO PREVENTIVO -5 LINEAS
43459,15,851,Regulares,01/10/2025 00:00,21/10/2025 00:00,23/10/2025 00:00,$0.00,"$31,176.91","$31,176.91",✔ Pagado,2,MANTENIMIENTO PREVENTIVO -5 LINEAS
43463,15,913,Regulares,01/10/2025 00:00,01/10/2025 00:00,23/10/2025 00:00,$0.00,"$30,719.76","$30,719.76",✔ Pagado,22,MANTENIMIENTO PREVENTIVO -5 LINEAS
43474,15,850,Regulares,01/10/2025 00:00,03/10/2025 00:00,23/10/2025 00:00,$0.00,$696.00,$696,✔ Pagado,20,REFACCIONES - 1 CABLE DE COMUNICACION P/OPACIMETRO
43475,15,851,Regulares,01/10/2025 00:00,09/10/2025 00:00,23/10/2025 00:00,$0.00,"$3,132.00","$3,132",✔ Pagado,14,REFACCIONES - 3 EXTENSION OBDII 10 M
43527,15,851,Regulares,08/10/2025 00:00,09/10/2025 00:00,23/10/2025 00:00,$0.00,$396.42,$396.42,✔ Pagado,14,"NO SE DETECTA TECLADO NI RATON, NO ENCIENDE HUB"
43586,30,14,Regulares,15/10/2025 00:00,22/10/2025 00:00,23/10/2025 00:00,$0.00,"$5,800.00","$5,800",✔ Pagado,1,"V-014-MAT APOYO A LABORATORIO PARA CALIBRACION DIAMICA - 2 LINEAS, 22/10/25 9 OK:00 AM"
43656,7,306,Regulares,23/10/2025 00:00,23/10/2025 00:00,23/10/2025 00:00,$0.00,"$1,508.00","$1,508",✔ Pagado,0,REFACCIONES - 1 CABLE SERIAL PARA OPACIMETRO
43662,11,1,Especiales,23/10/2025 00:00,23/10/2025 00:00,23/10/2025 00:00,$0.00,"$1,914.00","$1,914",✔ Pagado,0,ABASOLO - ACTUALIZACION DE TABLAS
43663,11,1,Especiales,23/10/2025 00:00,23/10/2025 00:00,23/10/2025 00:00,$0.00,"$1,914.00","$1,914",✔ Pagado,0,PENJAMO - ACTUALIZACIÓN DE TABLAS
43232,17,1714,Regulares,10/09/2025 00:00,17/09/2025 00:00,22/10/2025 00:00,$0.00,"$8,700.00","$8,700",❌ Pago Con Atraso,35,APOYO A LABORATORIO PARA CALIBRACION DINAMICA - 17 DE SEPTIEMBRE 9:00 3 LINEAS
43296,17,1714,Regulares,18/09/2025 00:00,25/09/2025 00:00,22/10/2025 00:00,$0.00,"$12,983.86","$12,983.86",✔ Pagado,27,MARCA EXCLUSIONES
43430,13,1,Regulares,01/10/2025 00:00,06/10/2025 00:00,22/10/2025 00:00,$0.00,"$25,052.10","$25,052.10",✔ Pagado,16,MANTENIMIENTO PREVENTIVO -4 LINEAS
43432,13,3,Regulares,01/10/2025 00:00,10/10/2025 00:00,22/10/2025 00:00,$0.00,"$31,315.13","$31,315.13",✔ Pagado,12,MANTENIMIENTO PREVENTIVO -5 LINEAS
43433,13,5,Especiales,01/10/2025 00:00,08/10/2025 00:00,22/10/2025 00:00,$0.00,"$31,315.13","$31,315.13",✔ Pagado,14,MANTENIMIENTO PREVENTIVO -5 LINEAS
43434,13,6,Regulares,01/10/2025 00:00,09/10/2025 00:00,22/10/2025 00:00,$0.00,"$31,315.13","$31,315.13",✔ Pagado,13,MANTENIMIENTO PREVENTIVO -5 LINEAS
43435,13,7,Regulares,01/10/2025 00:00,07/10/2025 00:00,22/10/2025 00:00,$0.00,"$25,052.10","$25,052.10",✔ Pagado,15,MANTENIMIENTO PREVENTIVO -4 LINEAS
43436,13,8,Regulares,01/10/2025 00:00,06/10/2025 00:00,22/10/2025 00:00,$0.00,"$12,526.05","$12,526.05",✔ Pagado,16,MANTENIMIENTO PREVENTIVO -2 LINEAS
43437,13,9,Regulares,01/10/2025 00:00,07/10/2025 00:00,22/10/2025 00:00,$0.00,"$25,052.10","$25,052.10",✔ Pagado,15,MANTENIMIENTO PREVENTIVO -4 LINEAS
43438,13,11,Regulares,01/10/2025 00:00,09/10/2025 00:00,22/10/2025 00:00,$0.00,"$25,052.10","$25,052.10",✔ Pagado,13,MANTENIMIENTO PREVENTIVO -4 LINEAS
43471,17,1715,Regulares,01/10/2025 00:00,16/10/2025 00:00,22/10/2025 00:00,$0.00,"$22,871.35","$22,871.35",✔ Pagado,6,MANTENIMIENTO PREVENTIVO -4 LINEAS
43632,15,998,Regulares,20/10/2025 00:00,28/10/2025 00:00,22/10/2025 00:00,$0.00,"$4,234.00","$4,234",✔ Pagado,'-6,PRESIÓN BAJA EN AIRE CERO
43068,9,5,Regulares,01/09/2025 00:00,30/09/2025 00:00,21/10/2025 00:00,$0.00,"$43,246.66","$43,246.66",✔ Pagado,21,MANTENIMIENTO PREVENTIVO -5 LINEAS
43414,9,11,Regulares,01/10/2025 00:00,06/10/2025 00:00,21/10/2025 00:00,$0.00,"$25,947.99","$25,947.99",✔ Pagado,15,MANTENIMIENTO PREVENTIVO -3 LINEAS
43470,17,1714,Regulares,01/10/2025 00:00,17/10/2025 00:00,21/10/2025 00:00,$0.00,"$17,153.51","$17,153.51",✔ Pagado,4,MANTENIMIENTO PREVENTIVO -3 LINEAS
43598,15,915,Regulares,16/10/2025 00:00,31/10/2025 00:00,21/10/2025 00:00,$0.00,"$2,091.50","$2,091.50",✔ Pagado,'-10,REFACCIONES - 2 SENSOR OBDII CAPTURA
43637,9,53,MAC´s,21/10/2025 00:00,01/01/2000 00:00,21/10/2025 00:00,$0.00,"$3,357.23","$3,357.23",✔ Pagado,0,REFACCIONES - 1 OBDII CAPTURA
43443,15,805,Regulares,01/10/2025 00:00,10/10/2025 00:00,20/10/2025 00:00,$0.00,"$15,993.31","$15,993.31",✔ Pagado,10,MANTENIMIENTO PREVENTIVO -3 LINEAS
43473,17,1717,Regulares,01/10/2025 00:00,13/10/2025 00:00,20/10/2025 00:00,$0.00,"$22,871.35","$22,871.35",✔ Pagado,7,MANTENIMIENTO PREVENTIVO -4 LINEAS
43608,30,127,Regulares,17/10/2025 00:00,20/10/2025 00:00,20/10/2025 00:00,$0.00,"$1,740.00","$1,740",✔ Pagado,0,V-032-ANT NO SE ACTIVA BOMBA DE MUESTRA
43620,30,127,Regulares,20/10/2025 00:00,30/10/2025 00:00,20/10/2025 00:00,$0.00,"$12,983.86","$12,983.86",✔ Pagado,'-10,REFACCIONES - 1 BOMBA DE MUESTRA V-032-ANT
42682,13,6,Regulares,01/10/2025 00:00,02/08/2025 00:00,17/10/2025 00:00,$0.00,"$40,982.80","$40,982.80",❌ Pago Con Atraso,76,REFACCIONES - 5 CELDA DE NOX
42684,13,1,Regulares,01/10/2025 00:00,22/10/2025 00:00,17/10/2025 00:00,$0.00,"$32,786.24","$32,786.24",✔ Pagado,'-5,REFACCIONES - 4 CELDA DE NOX
42685,13,2,Regulares,01/10/2025 00:00,02/10/2025 00:00,17/10/2025 00:00,$0.00,"$24,589.68","$24,589.68",✔ Pagado,15,REFACCIONES - 3 CELDA DE NOX
42686,13,3,Regulares,01/10/2025 00:00,22/10/2025 00:00,17/10/2025 00:00,$0.00,"$40,982.80","$40,982.80",✔ Pagado,'-5,REFACCIONES - 5 CELDA DE NOX
42687,13,5,Especiales,01/10/2025 00:00,22/10/2025 00:00,17/10/2025 00:00,$0.00,"$32,786.24","$32,786.24",✔ Pagado,'-5,REFACCIONES -4 CELDA DE NOX
42688,13,7,Regulares,01/10/2025 00:00,22/10/2025 00:00,17/10/2025 00:00,$0.00,"$32,786.24","$32,786.24",✔ Pagado,'-5,REFACCIONES - 4 CELDA DE NOX
42689,13,8,Regulares,01/10/2025 00:00,01/01/2000 00:00,17/10/2025 00:00,$0.00,"$16,393.12","$16,393.12",✔ Pagado,16,REFACCIONES - 2 CELDA DE NOX
42690,13,9,Regulares,01/10/2025 00:00,22/10/2025 00:00,17/10/2025 00:00,$0.00,"$32,786.24","$32,786.24",✔ Pagado,'-5,REFACCIONES - 4 CELDA DE NOX
42691,13,11,Regulares,01/10/2025 00:00,01/01/2000 00:00,17/10/2025 00:00,$0.00,"$32,786.24","$32,786.24",✔ Pagado,16,REFACCIONES - 4 CELDA DE NOX
43243,13,5,Especiales,10/09/2025 00:00,22/09/2025 00:00,17/10/2025 00:00,$0.00,"$9,006.29","$9,006.29",✔ Pagado,25,BANCA NO ENTRA EN CALENTAMIENTO
43349,15,832,Regulares,24/09/2025 00:00,14/10/2025 00:00,17/10/2025 00:00,$0.00,"$6,770.26","$6,770.26",✔ Pagado,3,MANTENIMIENTO MAYOR A MSM
43491,15,832,Regulares,02/10/2025 00:00,06/10/2025 00:00,17/10/2025 00:00,$0.00,"$8,700.00","$8,700",✔ Pagado,11,CALIBRACION DINAMICA  - LUNES 6 DE OCTUBRE 9:00
43153,30,25,Regulares,02/09/2025 00:00,01/01/2000 00:00,16/10/2025 00:00,$0.00,"$12,180.00","$12,180",❌ Pago Con Atraso,44,MANTENIMIENTO PREVENTIVO - 2 LINEAS V-025-COR/01
43154,30,25,Regulares,02/09/2025 00:00,06/11/2025 00:00,16/10/2025 00:00,$0.00,"$12,180.00","$12,180",✔ Pagado,'-21,MANTENIMIENTO PREVENTIVO - 2 LINEAS V-025-COR/02
43155,30,27,Regulares,02/09/2025 00:00,06/11/2025 00:00,16/10/2025 00:00,$0.00,"$12,180.00","$12,180",✔ Pagado,'-21,MANTENIMIENTO PREVENTIVO - 2 LINEAS V-027-ORI/01
43335,15,851,Regulares,23/09/2025 00:00,23/09/2025 00:00,16/10/2025 00:00,$0.00,"$1,019.80","$1,019.80",✔ Pagado,23,CAMBIO DE SENSOR BAJO FLUJO
43357,15,827,Regulares,25/09/2025 00:00,07/10/2025 00:00,16/10/2025 00:00,$0.00,"$5,046.00","$5,046",✔ Pagado,9,"REVISION DE TACOMETRO OPTICO, NO LEE RPMS"
43442,15,801,Regulares,01/10/2025 00:00,03/10/2025 00:00,16/10/2025 00:00,$0.00,"$25,085.51","$25,085.51",✔ Pagado,13,MANTENIMIENTO PREVENTIVO -4 LINEAS
43446,15,820,Regulares,01/10/2025 00:00,01/10/2025 00:00,16/10/2025 00:00,$0.00,"$24,941.53","$24,941.53",✔ Pagado,15,MANTENIMIENTO PREVENTIVO -4 LINEAS
43447,15,821,Regulares,01/10/2025 00:00,01/10/2025 00:00,16/10/2025 00:00,$0.00,"$24,941.53","$24,941.53",✔ Pagado,15,MANTENIMIENTO PREVENTIVO -4 LINEAS
43449,15,827,Regulares,01/10/2025 00:00,07/10/2025 00:00,16/10/2025 00:00,$0.00,"$31,176.91","$31,176.91",✔ Pagado,9,MANTENIMIENTO PREVENTIVO -5 LINEAS
